apartment_number,building,floor,plot_number,apartment_type,rooms,area_sqm,balcony_garden_sqm,target_price,storage_sqm,parking_spaces,directions,final_price,apartment_plan_url,floor_plan_url,source_url,source_section,scan_date,id
72,14,15,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,669,492 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/72.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/15.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A72
73,14,15,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,217,405 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/73.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/15.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A73
74,14,15,229,4-G,3,83.90,23.90,כן,8.89,2,דרום/מזרח,"1,255,171 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/74.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/15.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A74
75,14,16,229,4-N,5.5,142.42,23.94,לא,9.92,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/16.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A75
76,14,16,229,4-O,5.5,139.78,23.91,לא,10.02,2,מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/16.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A76
77,14,16,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,679,147 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/77.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/16.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A77
78,14,16,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,224,844 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/78.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/16.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A78
79,14,16,229,4-G,3,83.90,23.90,כן,9.15,2,דרום/מזרח,"1,264,442 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/79.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/16.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A79
80,14,17,229,4-N,5.5,142.42,23.94,לא,9.60,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/17.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A80
81,14,17,229,4-O,5.5,139.78,23.91,לא,9.94,2,מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/17.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A81
82,14,17,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,688,801 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/82.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/17.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A82
83,14,17,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,232,282 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/83.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/17.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A83
84,14,17,229,4-G,3,83.90,23.90,כן,9.18,2,דרום/מזרח,"1,272,264 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/84.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/17.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A84
85,14,18,229,4-N,5.5,142.42,23.94,לא,9.92,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/18.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A85
86,14,18,229,4-O,5.5,139.78,23.91,לא,9.94,2,מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/18.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A86
87,14,18,229,4-T-1,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,698,455 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/87.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/18.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A87
88,14,18,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,239,720 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/88.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/18.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A88
89,14,18,229,4-G-1,3,83.90,23.90,כן,9.26,2,דרום/מזרח,"1,280,409 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/89.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/18.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A89
90,14,19,229,4-H,6,186.47,97.36,לא,8.92,2,מערב/צפון/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/19.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A90
91,14,19,229,4-I,5,182.68,88.89,לא,5.47,2,מערב/דרום/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/19.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A91
92,14,19,229,4-F,3,82.83,23.91,כן,5.44,2,מזרח,"1,246,322 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/92.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/19.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A92
93,14,20,229,4-K,6,188.18,85.12,לא,7.18,2,מערב/צפון/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/20.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A93
94,14,20,229,4-L,5,170.66,67.14,לא,9.77,2,מערב/צפון/דרום/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/20.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A94
95,14,21,229,4-M,6,208.71,176.26,לא,9.84,2,מערב/צפון/דרום/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/21.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A95
